Processes: 381 total, 3 running, 378 sleeping, 1640 threads 
2024/10/28 13:36:50
Load Avg: 2.34, 2.42, 2.33 
CPU usage: 11.73% user, 17.33% sys, 70.93% idle 
SharedLibs: 307M resident, 47M data, 18M linkedit.
MemRegions: 252970 total, 1806M resident, 81M private, 524M shared.
PhysMem: 8082M used (2128M wired), 108M unused.
VM: 27T vsize, 3099M framework vsize, 107178992(0) swapins, 109325453(0) swapouts.
Networks: packets: 79133800/100G in, 39644768/12G out.
Disks: 33642606/1167G read, 15164375/944G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM   PURG  CMPRS PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS    COW     MSGSENT   MSGRECV   SYSBSD    SYSMACH    CSW        PAGEINS IDLEW    POWER INSTRS CYCLES USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
3870   UserNotification 0.0  00:08.83 3     1   223    13M   0B    9800K 3870  1     sleeping *0[1]       0.00000 0.00000    502 366708    327     75284     32093     69774     134491     162580     326     787      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
3824   PowerChime       0.0  00:22.78 6     1   415    8756K 0B    6360K 3824  1     sleeping *0[1]       0.00000 0.00000    502 539771    438     189632    76518     422899    373205     506445     2180    12771    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
3775   mdwrite          0.0  00:00.56 2     1   51     1720K 0B    1200K 3775  1     sleeping *0[1]       0.00000 0.00000    502 22653     144     860       1236      16158     3528       7350       46      137      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
2928   com.docker.vmnet 0.0  00:00.54 6     0   24     2300K 0B    2176K 2928  1     sleeping *0[1]       0.00000 0.00000    0   16867     259     68        28        10994     142        13885      828     3341     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
2306   PasswordBreachAg 0.0  00:10.13 2     1   75     3592K 0B    3380K 2306  1     sleeping  0[0]       0.00000 0.00000    502 199624    208     1566      961       300495    3961       128688     180     6126     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
2294   appstoreagent    0.0  13:08.40 5     2   306    11M   0B    9476K 2294  1     sleeping *0[1661]    0.00000 0.00000    502 6143962   713     155440    45744     24642560  2322230    9809026    21643   36387    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
1758   DiskUnmountWatch 0.0  00:00.02 2     1   24     664K  0B    660K  1758  1     sleeping  0[0]       0.00000 0.00000    502 1629      101     107       59        507       265        196        3       3        0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
1375   storeaccountd    0.0  00:00.70 2     1   46     1836K 0B    1824K 1375  1     sleeping *0[693]     0.00000 0.00000    502 35304     190     1720      1082      9871      7175       9432       254     16       0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
1350   Opera Helper (Re 0.0  00:19.09 13    1   117    34M   0B    31M   1319  1319  sleeping *0[2]       0.00000 0.00000    502 440994    2489    149784    96333     198155    296627     218203     796     10743    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
1349   Opera Helper (Pl 0.0  00:51.27 11    1   313    15M   0B    13M   1319  1319  sleeping *0[2102]    0.00000 0.00000    502 492211    2622    136482    81958     463137    853043     436611     3843    43825    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
1347   Opera Helper     0.0  02:16.20 9     1   172    12M   0B    11M   1319  1319  sleeping *0[3]       0.00000 0.00000    502 261727    2523    831514    54311     5260566   2509871    1264925    3113    106035   0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
1346   Opera Helper (Re 0.0  00:18.36 13    1   117    28M   0B    21M   1319  1319  sleeping *0[2]       0.00000 0.00000    502 729138    2490    106573    65857     141972    216536     187941     13024   12849    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
1331   Opera Helper (Re 0.0  00:04.93 12    1   113    20M   0B    19M   1319  1319  sleeping *0[2]       0.00000 0.00000    502 204953    2490    25287     14586     21096     72903      70471      543     10964    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
1325   Opera Helper     0.0  00:43.29 10    1   83     17M   0B    15M   1319  1319  sleeping *0[2]       0.00000 0.00000    502 1002942   10218   151620    74961     546569    400471     319092     1906    42077    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
1324   Opera Helper     0.0  34:18.54 16    1   133    31M   0B    14M   1319  1319  sleeping *0[2]       0.00000 0.00000    502 5689060   528226  13990900  5315281   47083464  18490933   17207771   47906   480412   0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
1322   chrome_crashpad_ 0.0  00:02.24 6     1   83     3232K 0B    2776K 1321  1     sleeping *0[6]       0.00000 0.00000    502 96085     176     99125     49959     65883     100198     33403      1161    4613     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
1319   Opera            0.0  03:09:44 44    1   4176   563M  64K   419M  1319  1     sleeping *0[30047]   0.00000 0.00000    502 30658292  713646  101945798 30454497  68543084  241339560  76757116   1049390 385359   0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
806    SiriNCService    0.0  00:53.55 4     1   346    21M   0B    9132K 806   1     sleeping *1168[120]  0.00000 0.00000    502 675322    1531    822069    277325    770490    2128160    579607     11537   2635     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
775    mdbulkimport     0.0  00:16.74 2     1   38     3672K 0B    2736K 775   1     sleeping *0[1]       0.00000 0.00000    89  297024    186     7383      3260      421606    140315     61239      8966    53       0.0   0      0      _spotlight             N/A    N/A   N/A   N/A   N/A   N/A  
756    com.apple.speech 0.0  00:03.91 2     1   69     7624K 0B    7600K 756   1     sleeping *0[1]       0.00000 0.00000    502 137440    254     4867      2703      136319    16225      41200      21805   32       0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
735    online-authd     0.0  00:00.13 2     1   35     664K  0B    660K  735   1     sleeping *1[1]       0.00000 0.00000    0   5150      99      232       223       1850      992        1211       40      14       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
734    aned             0.0  00:00.69 3     2   62     1188K 0B    1120K 734   1     sleeping *0[28]      0.00000 0.00000    0   24239     130     451       566       6750      1878       6080       394     18       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
733    CrashReporterSup 0.0  00:00.12 2     1   33     880K  0B    876K  733   1     sleeping  0[0]       0.00000 0.00000    0   5408      105     163       103       1049      463        878        14      4        0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
715    distnoted        0.0  00:06.99 2     1   29     420K  0B    264K  715   1     sleeping *0[1]       0.00000 0.00000    260 23535     85      98        63359     253675    127894     109094     0       4        0.0   0      0      _applepay              N/A    N/A   N/A   N/A   N/A   N/A  
702    passd            0.0  00:05.82 2     1   144    5324K 0B    5104K 702   1     sleeping *0[768]     0.00000 0.00000    502 130830    513     8446      9420      122891    32455      92267      1786    8204     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
701    distnoted        0.0  00:07.08 2     1   29     420K  0B    264K  701   1     sleeping *0[1]       0.00000 0.00000    235 23550     85      99        63368     253711    127909     109613     0       3        0.0   0      0      _assetcache            N/A    N/A   N/A   N/A   N/A   N/A  
693    CVMServer        0.0  00:00.12 2     1   34     688K  0B    684K  693   1     sleeping *0[1]       0.00000 0.00000    0   5368      99      256       236       1015      759        736        41      4        0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
690    com.apple.Safari 0.0  00:10.17 3     1   62     8784K 384K  6452K 690   1     sleeping *0[1660]    0.00000 0.00000    502 251530    1563    5098      4124      251561    67678      128568     3024    305      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
686    CheatSheet       0.0  65:00.22 12    3   299    98M   0B    55M   686   1     sleeping *0[60428]   0.00000 0.00000    502 5999347   610     62579473  10101971  39361176  145325979  62025823   8017    21291    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
684    EmojiFunctionRow 0.0  01:29.13 3     1   280    11M   0B    4620K 684   1     sleeping *0[28274]   0.00000 0.00000    502 711414    307     764037    198084    1472628   2083040    1019454    2241    9547     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
681    PAH_Extension    0.0  00:25.47 3     1   274    5008K 0B    2564K 681   1     sleeping  0[54155]   0.00000 0.00000    502 354008    274     178766    86847     480624    666076     417472     649     3796     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
677    mdbulkimport     0.0  00:42.27 2     1   102    3896K 0B    3168K 677   1     sleeping *0[1]       0.00000 0.00000    502 697607    197     18399     8222      967362    333947     151131     5298    213      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
672    mysqld           0.0  13:23.04 38    0   62     352M  0B    351M  507   507   sleeping *0[1]       0.00000 0.00000    502 207754    944     574413    286588    38254165  325237     23556182   5036    6247023  0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
594    rtcreportingd    0.0  01:20.93 3     1   59     4536K 0B    1588K 594   1     sleeping *0[1]       0.00000 0.00000    0   434439    194     271695    181385    2495149   453606     502000     949     13238    0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
586    spindump_agent   0.0  00:00.39 2     1   70     1524K 0B    1520K 586   1     sleeping *1[7]       0.00000 0.00000    502 17040     149     3276      1665      7598      6854       4826       64      5        0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
577    corespotlightd   0.0  00:45.04 3     1   334    17M   0B    14M   577   1     sleeping *333[6]     0.00000 0.00000    502 997359    338     120323    63491     1744976   431651     667778     26246   2623     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
573    taskgated        0.0  00:09.60 1     0   21     856K  0B    384K  573   1     sleeping *0[1]       0.00000 0.00000    0   5852      102     10004     605       448536    21411      18083      6       21       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
564    commerce         0.0  00:15.92 3     1   93     7536K 0B    7020K 564   1     sleeping *0[783]     0.00000 0.00000    502 313308    277     14718     7095      298079    46632      153343     2120    11422    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
559    nsurlsessiond    0.0  07:26.03 11    8   134    4932K 0B    1432K 559   1     sleeping *0[4882]    0.00000 0.00000    502 3367338   262     701758    313630    9853000   2120429    4192443    1900    54496    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
548    wifivelocityd    0.0  00:07.90 2     1   53     2028K 0B    2004K 548   1     sleeping *0[561]     0.00000 0.00000    0   118252    191     19591     2155      123512    57804      64156      1520    644      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
547    WiFiVelocityAgen 0.0  00:01.68 2     1   41     1120K 0B    1108K 547   1     sleeping *0[124]     0.00000 0.00000    502 46773     118     4196      2998      33277     17532      14386      279     153      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
538    mediaremoteagent 0.0  00:01.40 2     1   31     968K  0B    964K  538   1     sleeping *1[1]       0.00000 0.00000    502 13519     123     106       2667      29127     4906       12593      4       117      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
534    WiFiAgent        0.0  02:11.42 5     2   1042   8360K 0B    3296K 534   1     sleeping *913[3]     0.00000 0.00000    502 1020053   307     380334    180916    2961375   570928     613271     5254    3410     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
530    WirelessRadioMan 0.0  01:01.47 3     2   63     2084K 0B    1072K 530   1     sleeping *0[1]       0.00000 0.00000    0   366960    217     131989    102032    1703395   513018     597050     4710    3579     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
527    Spotlight        0.0  02:42.00 4     1   786    73M   0B    51M   527   1     sleeping *0[6816]    0.00000 0.00000    502 2431968   5096    417713    142525    1706930   1256030    1025567    14516   13494    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
525    Android File Tra 0.0  00:02.17 3     1   376    2044K 0B    2032K 525   1     sleeping *0[1]       0.00000 0.00000    502 71562     174     47017     24510     4664      70558      40674      2131    55       0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
524    ctkahp           0.0  00:00.31 2     1   47     1068K 0B    508K  524   1     sleeping *0[493]     0.00000 0.00000    502 23129     123     1014      654       3688      2903       3349       72      4        0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
519    TextInputMenuAge 0.0  00:33.36 3     1   212    12M   0B    6904K 519   1     sleeping *0[15689]   0.00000 0.00000    502 520817    360     540166    177438    330206    1428402    513150     1253    3699     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
518    diagnostics_agen 0.0  00:15.78 2     1   90     2840K 0B    1524K 518   1     sleeping  0[0]       0.00000 0.00000    502 323866    194     21201     11684     151973    65903      210011     1559    1581     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
514    AirPlayUIAgent   0.0  00:07.00 3     1   166    5248K 0B    3912K 514   1     sleeping *0[1872]    0.00000 0.00000    502 288853    274     77736     35634     61382     138419     106659     1156    756      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
508    icdd             0.0  00:02.08 2     1   64     1584K 0B    1552K 508   1     sleeping *0[1]       0.00000 0.00000    502 64770     164     63580     32955     5685      56810      25708      2691    25       0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
507    bash             0.0  00:00.03 1     0   11     876K  0B    872K  507   1     sleeping *0[1]       0.00000 0.00000    502 3617      1750    182       83        1966      234        369        0       0        0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
506    Siri             0.0  02:08.45 3     1   182    6504K 0B    3924K 506   1     sleeping *0[18283]   0.00000 0.00000    502 437597    328     1171497   197765    569269    3130880    800750     1389    2120     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
504    imklaunchagent   0.0  00:07.69 2     1   237    2452K 0B    1232K 504   1     sleeping *0[1]       0.00000 0.00000    502 219720    196     110369    57263     42357     103466     74977      6537    208      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
502    Tuxera NTFS      0.0  00:10.36 4     1   203    11M   0B    7704K 502   1     sleeping *0[1]       0.00000 0.00000    502 381920    366     68681     33228     138040    125938     180261     160     9526     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
499    corespeechd      0.0  00:17.80 5     1   226    4664K 0B    3528K 499   1     sleeping *0[1]       0.00000 0.00000    502 329532    480     92570     63828     399533    275822     337091     7555    12588    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
496    imagent          0.0  00:17.86 3     2   140    4984K 0B    2592K 496   1     sleeping *0[1]       0.00000 0.00000    502 372780    380     45859     23508     270770    203606     200568     6669    1505     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
493    fontworker       0.0  00:00.80 2     1   41     1736K 0B    1732K 493   1     sleeping *0[1]       0.00000 0.00000    502 6227      137     216       123       21436     593        3310       213     4        0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
490    fontd            0.0  01:20.86 2     1   125    10M   128K  6604K 490   1     sleeping *0[85268]   0.00000 0.00000    502 525591    137     98173     96882     934198    2553577    353331     826     700      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
489    fairplayd        0.0  00:00.42 1     0   20     768K  0B    764K  489   1     sleeping *0[1]       0.00000 0.00000    265 8295      115     204       27        2230      1472       1055       545     0        0.0   0      0      _fpsd                  N/A    N/A   N/A   N/A   N/A   N/A  
487    sharingd         0.0  02:03.57 4     1   246    11M   0B    7572K 487   1     sleeping *0[1]       0.00000 0.00000    502 1068842   626     815627    305492    2444160   2923683    1581516    29489   8988     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
486    familycircled    0.0  00:17.78 3     1   125    9072K 0B    8576K 486   1     sleeping *1[9]       0.00000 0.00000    502 334389    452     12090     10650     402114    84272      186218     2217    11800    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
482    AMPDeviceDiscove 0.0  00:01.14 4     2   240    1884K 0B    1340K 482   1     sleeping *0[1]       0.00000 0.00000    502 65133     243     2063      1514      21033     8035       15801      314     208      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
481    automountd       0.0  00:00.17 4     1   24     932K  0B    904K  481   1     sleeping *0[1]       0.00000 0.00000    0   5594      235     114       69        5049      399        2877       48      600      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
480    com.apple.quickl 0.0  00:51.03 3     1   492    11M   0B    6424K 480   1     sleeping *1[4140]    0.00000 0.00000    502 499950    2848    280390    142556    1282838   456145     423703     47819   407      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
479    avconferenced    0.0  00:00.87 2     1   63     6236K 0B    6172K 479   1     sleeping *0[1]       0.00000 0.00000    502 40855     244     1828      881       3607      5077       4688       187     5        0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
478    com.apple.dock.e 0.0  00:14.48 3     1   186    15M   0B    8016K 478   1     sleeping *0[2977]    0.00000 0.00000    502 482447    981     90171     44389     120561    150150     170683     12421   864      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
477    useractivityd    0.0  00:24.44 2     1   100    2052K 0B    628K  477   1     sleeping *0[22371]   0.00000 0.00000    502 219284    189     24570     54764     504239    144873     310480     1666    8035     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
476    fileproviderd    0.0  00:25.65 2     1   218    4236K 0B    1928K 476   1     sleeping *0[11848]   0.00000 0.00000    502 262407    293     150050    70037     680618    322460     257870     5270    966      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
474    sharedfilelistd  0.0  00:07.31 2     1   93     2660K 0B    1256K 474   1     sleeping *0[4506]    0.00000 0.00000    502 162318    185     10076     8878      165724    47860      53301      255     651      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
471    coreauthd        0.0  00:05.01 2     1   73     2340K 0B    1324K 471   1     sleeping *0[1588]    0.00000 0.00000    502 116865    211     32626     20890     55260     54296      60923      1859    720      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
468    ContextStoreAgen 0.0  03:33.64 3     2   85     4116K 984K  1104K 468   1     sleeping *0[312]     0.00000 0.00000    502 2951711   245     83227     29017     3425763   775959     1799101    5128    2371     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
463    NotificationCent 0.0  02:00.45 4     2   1919   37M   0B    17M   463   1     sleeping *257[99]    0.00000 0.00000    502 1834104   880     401517    173350    1059764   1266518    997252     84627   6283     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
460    assistantd       0.0  01:15.13 4     2   512    28M   108K  21M   460   1     sleeping *1159[42]   0.00000 0.00000    502 1217523   1185    137529    88297     1489459   556128     857889     22231   26630    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
458    ControlStrip     0.0  03:47.97 4     1   403    38M   0B    23M   458   1     sleeping *0[40119]   0.00000 0.00000    502 1795287   393     1189537   391862    2017153   2202030    2685141    5013    7823     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
455    identityservices 0.0  01:34.29 7     1   252    8728K 60K   5688K 455   1     sleeping *0[1]       0.00000 0.00000    502 742672    602     315982    114974    3014013   1388705    1014746    17237   10801    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
454    ViewBridgeAuxili 0.0  00:47.93 2     1   308    4800K 0B    2872K 454   1     sleeping *0[178024]  0.00000 0.00000    502 370399    184     714739    283504    591626    1942809    692247     708     2392     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
452    ScreenTimeAgent  0.0  01:40:14 2     1   157    53M   224K  41M   452   1     sleeping *0[46061]   0.00000 0.00000    502 266623726 404     301500    234312    78989506  11274856   8977058    31363   2235     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
450    CalendarAgent    0.0  04:50.86 3     1   217    24M   112K  12M   450   1     sleeping *1[2]       0.00000 0.00000    502 2457417   411     302416    259406    8640616   2610771    2498599    19991   15258    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
449    usernoted        0.0  00:17.41 2     1   192    4692K 0B    2524K 449   1     sleeping *0[1]       0.00000 0.00000    502 468325    248     40691     39983     214270    134246     134629     6005    648      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
448    rapportd         0.0  00:23.15 2     1   143    3400K 0B    2252K 448   1     sleeping *0[1]       0.00000 0.00000    502 417045    271     35932     22876     360047    124208     194873     9799    828      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
447    lockoutagent     0.0  01:12.67 4     3   57     1604K 0B    812K  447   1     sleeping *0[1]       0.00000 0.00000    502 112381    144     302430    2798      2825684   1214047    1853835    722     129440   0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
444    filecoordination 0.0  03:33.59 2     1   93     2148K 0B    632K  444   1     sleeping *0[1]       0.00000 0.00000    0   461560    145     1257126   1342198   8588802   5117788    2247707    8610    740      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
443    CommCenter       0.0  00:23.51 5     1   140    5216K 0B    3300K 443   1     sleeping *0[1]       0.00000 0.00000    502 395087    529     37554     39633     433388    169753     290225     9757    18316    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
438    pboard           0.0  00:07.24 2     1   101    1868K 0B    388K  438   1     sleeping *0[1]       0.00000 0.00000    502 116459    126     47003     42191     288206    130633     107755     174     1687     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
437    backgroundtaskma 0.0  00:00.78 2     1   67     2156K 0B    2152K 437   1     sleeping *0[474]     0.00000 0.00000    502 38263     176     638       1137      11565     4067       8146       14      94       0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
436    accountsd        0.0  02:51.66 3     1   164    12M   124K  5808K 436   1     sleeping *0[38422]   0.00000 0.00000    502 1717590   542     313813    222112    3549957   1947174    1318324    15740   9732     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
431    itunescloudd     0.0  00:22.70 3     1   122    7588K 64K   2276K 431   1     sleeping *4[1]       0.00000 0.00000    502 556448    376     48926     19955     376136    120476     250418     7221    16345    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
427    Finder           0.0  06:51:29 6/1   3/1 1099   2230M 128K  1920M 427   1     running  *0[15322]   0.00000 0.00000    502 45007874  24699   19924854  12805338  571507493 40823963   44694554   126211  34571    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
426    SystemUIServer   0.0  00:13.83 3     1   199    7440K 0B    5384K 426   1     sleeping *0[4265]    0.00000 0.00000    502 430973    517     127748    51234     116286    250597     157294     5222    1352     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
425    lsd              0.0  01:17.84 4     3   437    4668K 0B    1920K 425   1     sleeping *0[95784]   0.00000 0.00000    502 1080192   32751   578985    409249    2998316   1353766    1023578    9192    10989    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
424    ControlCenter    0.0  04:28.30 6     2   580    51M   0B    28M   424   1     sleeping *0[52519]   0.00000 0.00000    502 2910109   1937    1745102   741047    2049667   3436777    2099051    109220  41851    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
423    Dock             0.0  41:22.01 3     1   2909   51M   0B    39M   423   1     sleeping *2[1885]    0.00000 0.00000    502 120896529 563     8860540   1916028   10728564  17693558   9160782    445127  28494    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
422    talagent         0.0  00:06.50 2     1   146    4712K 0B    3376K 422   1     sleeping *0[1]       0.00000 0.00000    502 272024    278     64664     31158     45974     107047     129018     142     702      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
416    UserEventAgent   0.0  01:20.69 2     1   1265   4844K 0B    1764K 416   1     sleeping *0[1]       0.00000 0.00000    502 1223192   244     269929    212192    2890433   793880     754006     2945    4458     0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
415    securityd_servic 0.0  00:00.04 2     1   30     664K  0B    660K  415   1     sleeping *0[1]       0.00000 0.00000    0   2007      101     166       84        491       265        223        14      0        0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
414    cfprefsd         0.0  03:08.16 4     3   382    1848K 92K   344K  414   1     sleeping *0[112138]  0.00000 0.00000    502 798337    86      359952    410480    6396198   1370383    1427772    131     14631    0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
413    distnoted        0.0  03:13.56 2     1   332    2676K 0B    676K  413   1     sleeping *0[1]       0.00000 0.00000    502 290760    87      411869    342531    2131699   1176120    1269821    111     133      0.0   0      0      dimahlynchak           N/A    N/A   N/A   N/A   N/A   N/A  
401    com.apple.Ambien 0.0  01:04.65 3     1   68     1868K 0B    916K  401   1     sleeping *1[1]       0.00000 0.00000    0   186524    156     92800     144128    1021868   452872     519210     1896    2569     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
399    distnoted        0.0  00:07.16 2     1   29     428K  0B    272K  399   1     sleeping *0[1]       0.00000 0.00000    55  23745     85      99        63414     253889    128011     108380     0       5        0.0   0      0      _appleevents           N/A    N/A   N/A   N/A   N/A   N/A  
392    ctkahp           0.0  00:00.35 2     1   34     920K  0B    592K  392   1     sleeping *0[458]     0.00000 0.00000    0   21622     115     1259      1193      5692      4478       4726       62      25       0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
391    coreauthd        0.0  00:03.83 2     1   82     2240K 0B    2204K 391   1     sleeping *99[220]    0.00000 0.00000    0   151198    203     17720     10491     72493     46403      52598      1029    379      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
388    distnoted        0.0  00:07.21 2     1   29     428K  0B    272K  388   1     sleeping *0[1]       0.00000 0.00000    92  24025     85      99        63415     253894    128013     109529     0       5        0.0   0      0      _securityagent         N/A    N/A   N/A   N/A   N/A   N/A  
381    sharedfilelistd  0.0  00:00.23 2     1   39     1724K 0B    1720K 381   1     sleeping *0[4]       0.00000 0.00000    0   9581      172     517       291       4050      1006       1999       65      6        0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
380    systemstats      0.0  00:06.25 3     1   127    1520K 0B    908K  109   109   sleeping *0[1]       0.00000 0.00000    0   125636    176     73045     36260     188577    167043     204853     490     1724     0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
